"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"
"R11"	0.136121688029924	0.136054564531057	0.146001963790773	0.136054564531057	0.146001963790773	0.136121688029924	0.126174288770208	0.123434876268153	0.136121688029924	0.126174288770208	1.12617428877021	0.123434876268153	0.146001963790773	0.136121688029924	0.146001963790773	0.136121688029924	0.146001963790773	0.136121688029924	0.146001963790773	0.146001963790773	0.146001963790773	0.136121688029924	0.146001963790773	0.146001963790773	0.136121688029924	0.136121688029924	0.136121688029924	0.126174288770208	0.136121688029924	0.136121688029924	0.146001963790773	0.434002864256482	0.434002864256482	0.434002864256482	0.434002864256482	0.434002864256482	0.434002864256482	0.434002864256482	0.422893725392348	0.276316646103216	0.434002864256482	0.422893725392348	0.142715094323379
"R12"	0.136670327572142	0.133315476061715	0.146550927365704	0.133315476061715	0.146550927365704	0.136670327572142	0.123434876268153	0.123987997958033	0.136670327572142	0.123434876268153	0.123434876268153	1.12669530769432	0.146550927365704	0.136670327572142	0.146550927365704	0.136670327572142	0.146550927365704	0.136670327572142	0.146550927365704	0.146550927365704	0.146550927365704	0.136670327572142	0.146550927365704	0.146550927365704	0.136670327572142	0.136670327572142	0.136670327572142	0.123434876268153	0.136670327572142	0.136670327572142	0.146550927365704	0.433903240286517	0.433903240286517	0.433903240286517	0.433903240286517	0.433903240286517	0.433903240286517	0.433903240286517	0.422744320470295	0.367651425110793	0.433903240286517	0.332500662594029	0.142719774795895
"R13"	0.134352858556908	0.13695913264856	0.149643688046491	0.13695913264856	0.149643688046491	0.134352858556908	0.121668303158977	0.122125772804753	0.134352858556908	0.121668303158977	0.121668303158977	0.122125772804753	1.14964368804649	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	0.149643688046491	0.149643688046491	0.134352858556908	0.149643688046491	0.149643688046491	0.134352858556908	0.134352858556908	0.134352858556908	0.121668303158977	0.134352858556908	0.134352858556908	0.149643688046491	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.407569525071834	0.35234876105363	0.418560844624262	0.407569525071834	0.220867537071756
"R14"	0.136681664308994	0.133632079598473	0.146566754789354	0.133632079598473	0.146566754789354	0.136681664308994	0.123746989118112	0.124245752338311	0.136681664308994	0.123746989118112	0.123746989118112	0.124245752338311	0.146566754789354	1.13668166430899	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.136681664308994	0.136681664308994	0.136681664308994	0.123746989118112	0.136681664308994	0.136681664308994	0.146566754789354	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.414530399022766	0.359296533080034	0.425712516733213	0.414530399022766	0.142784640271876
"R15"	0.134352858556908	0.13695913264856	0.149643688046491	0.13695913264856	0.149643688046491	0.134352858556908	0.121668303158977	0.122125772804753	0.134352858556908	0.121668303158977	0.121668303158977	0.122125772804753	0.149643688046491	0.134352858556908	1.14964368804649	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	0.149643688046491	0.149643688046491	0.134352858556908	0.149643688046491	0.149643688046491	0.134352858556908	0.134352858556908	0.134352858556908	0.121668303158977	0.134352858556908	0.134352858556908	0.149643688046491	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.407569525071834	0.35234876105363	0.418560844624262	0.407569525071834	0.220867537071756
"R16"	0.136681664308994	0.133632079598473	0.146566754789354	0.133632079598473	0.146566754789354	0.136681664308994	0.123746989118112	0.124245752338311	0.136681664308994	0.123746989118112	0.123746989118112	0.124245752338311	0.146566754789354	0.136681664308994	0.146566754789354	1.13668166430899	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.136681664308994	0.136681664308994	0.136681664308994	0.123746989118112	0.136681664308994	0.136681664308994	0.146566754789354	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.414530399022766	0.359296533080034	0.425712516733213	0.414530399022766	0.142784640271876
"R17"	0.134352858556908	0.13695913264856	0.149643688046491	0.13695913264856	0.149643688046491	0.134352858556908	0.121668303158977	0.122125772804753	0.134352858556908	0.121668303158977	0.121668303158977	0.122125772804753	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	1.14964368804649	0.134352858556908	0.149643688046491	0.149643688046491	0.149643688046491	0.134352858556908	0.149643688046491	0.149643688046491	0.134352858556908	0.134352858556908	0.134352858556908	0.121668303158977	0.134352858556908	0.134352858556908	0.149643688046491	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.407569525071834	0.35234876105363	0.418560844624262	0.407569525071834	0.220867537071756
"R18"	0.136681664308994	0.133632079598473	0.146566754789354	0.133632079598473	0.146566754789354	0.136681664308994	0.123746989118112	0.124245752338311	0.136681664308994	0.123746989118112	0.123746989118112	0.124245752338311	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	1.13668166430899	0.146566754789354	0.146566754789354	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.136681664308994	0.136681664308994	0.136681664308994	0.123746989118112	0.136681664308994	0.136681664308994	0.146566754789354	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.414530399022766	0.359296533080034	0.425712516733213	0.414530399022766	0.142784640271876
"R19"	0.134352858556908	0.13695913264856	0.149643688046491	0.13695913264856	0.149643688046491	0.134352858556908	0.121668303158977	0.122125772804753	0.134352858556908	0.121668303158977	0.121668303158977	0.122125772804753	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	1.14964368804649	0.149643688046491	0.149643688046491	0.134352858556908	0.149643688046491	0.149643688046491	0.134352858556908	0.134352858556908	0.134352858556908	0.121668303158977	0.134352858556908	0.134352858556908	0.149643688046491	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.407569525071834	0.35234876105363	0.418560844624262	0.407569525071834	0.220867537071756
"R20"	0.134352858556908	0.13695913264856	0.149643688046491	0.13695913264856	0.149643688046491	0.134352858556908	0.121668303158977	0.122125772804753	0.134352858556908	0.121668303158977	0.121668303158977	0.122125772804753	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	1.14964368804649	0.149643688046491	0.134352858556908	0.149643688046491	0.149643688046491	0.134352858556908	0.134352858556908	0.134352858556908	0.121668303158977	0.134352858556908	0.134352858556908	0.149643688046491	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.407569525071834	0.35234876105363	0.418560844624262	0.407569525071834	0.220867537071756
"R21"	0.134352858556908	0.13695913264856	0.149643688046491	0.13695913264856	0.149643688046491	0.134352858556908	0.121668303158977	0.122125772804753	0.134352858556908	0.121668303158977	0.121668303158977	0.122125772804753	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	0.149643688046491	1.14964368804649	0.134352858556908	0.149643688046491	0.149643688046491	0.134352858556908	0.134352858556908	0.134352858556908	0.121668303158977	0.134352858556908	0.134352858556908	0.149643688046491	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.407569525071834	0.35234876105363	0.418560844624262	0.407569525071834	0.220867537071756
"R22"	0.136681664308994	0.133632079598473	0.146566754789354	0.133632079598473	0.146566754789354	0.136681664308994	0.123746989118112	0.124245752338311	0.136681664308994	0.123746989118112	0.123746989118112	0.124245752338311	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.146566754789354	1.13668166430899	0.146566754789354	0.146566754789354	0.136681664308994	0.136681664308994	0.136681664308994	0.123746989118112	0.136681664308994	0.136681664308994	0.146566754789354	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.414530399022766	0.359296533080034	0.425712516733213	0.414530399022766	0.142784640271876
"R23"	0.134352858556908	0.13695913264856	0.149643688046491	0.13695913264856	0.149643688046491	0.134352858556908	0.121668303158977	0.122125772804753	0.134352858556908	0.121668303158977	0.121668303158977	0.122125772804753	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	0.149643688046491	0.149643688046491	0.134352858556908	1.14964368804649	0.149643688046491	0.134352858556908	0.134352858556908	0.134352858556908	0.121668303158977	0.134352858556908	0.134352858556908	0.149643688046491	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.407569525071834	0.35234876105363	0.418560844624262	0.407569525071834	0.220867537071756
"R24"	0.134352858556908	0.13695913264856	0.149643688046491	0.13695913264856	0.149643688046491	0.134352858556908	0.121668303158977	0.122125772804753	0.134352858556908	0.121668303158977	0.121668303158977	0.122125772804753	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	0.149643688046491	0.149643688046491	0.134352858556908	0.149643688046491	1.14964368804649	0.134352858556908	0.134352858556908	0.134352858556908	0.121668303158977	0.134352858556908	0.134352858556908	0.149643688046491	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.407569525071834	0.35234876105363	0.418560844624262	0.407569525071834	0.220867537071756
"R25"	0.136681664308994	0.133632079598473	0.146566754789354	0.133632079598473	0.146566754789354	0.136681664308994	0.123746989118112	0.124245752338311	0.136681664308994	0.123746989118112	0.123746989118112	0.124245752338311	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	1.13668166430899	0.136681664308994	0.136681664308994	0.123746989118112	0.136681664308994	0.136681664308994	0.146566754789354	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.414530399022766	0.359296533080034	0.425712516733213	0.414530399022766	0.142784640271876
"R26"	0.136681664308994	0.133632079598473	0.146566754789354	0.133632079598473	0.146566754789354	0.136681664308994	0.123746989118112	0.124245752338311	0.136681664308994	0.123746989118112	0.123746989118112	0.124245752338311	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.136681664308994	1.13668166430899	0.136681664308994	0.123746989118112	0.136681664308994	0.136681664308994	0.146566754789354	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.414530399022766	0.359296533080034	0.425712516733213	0.414530399022766	0.142784640271876
"R27"	0.136681664308994	0.133632079598473	0.146566754789354	0.133632079598473	0.146566754789354	0.136681664308994	0.123746989118112	0.124245752338311	0.136681664308994	0.123746989118112	0.123746989118112	0.124245752338311	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.136681664308994	0.136681664308994	1.13668166430899	0.123746989118112	0.136681664308994	0.136681664308994	0.146566754789354	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.414530399022766	0.359296533080034	0.425712516733213	0.414530399022766	0.142784640271876
"R28"	0.136121688029924	0.136054564531057	0.146001963790773	0.136054564531057	0.146001963790773	0.136121688029924	0.126174288770208	0.123434876268153	0.136121688029924	0.126174288770208	0.126174288770208	0.123434876268153	0.146001963790773	0.136121688029924	0.146001963790773	0.136121688029924	0.146001963790773	0.136121688029924	0.146001963790773	0.146001963790773	0.146001963790773	0.136121688029924	0.146001963790773	0.146001963790773	0.136121688029924	0.136121688029924	0.136121688029924	1.12617428877021	0.136121688029924	0.136121688029924	0.146001963790773	0.434002864256482	0.434002864256482	0.434002864256482	0.434002864256482	0.434002864256482	0.434002864256482	0.434002864256482	0.422893725392348	0.276316646103216	0.434002864256482	0.422893725392348	0.142715094323379
"R29"	0.136681664308994	0.133632079598473	0.146566754789354	0.133632079598473	0.146566754789354	0.136681664308994	0.123746989118112	0.124245752338311	0.136681664308994	0.123746989118112	0.123746989118112	0.124245752338311	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.136681664308994	0.136681664308994	0.136681664308994	0.123746989118112	1.13668166430899	0.136681664308994	0.146566754789354	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.414530399022766	0.359296533080034	0.425712516733213	0.414530399022766	0.142784640271876
"R30"	0.136681664308994	0.133632079598473	0.146566754789354	0.133632079598473	0.146566754789354	0.136681664308994	0.123746989118112	0.124245752338311	0.136681664308994	0.123746989118112	0.123746989118112	0.124245752338311	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.146566754789354	0.136681664308994	0.146566754789354	0.146566754789354	0.136681664308994	0.136681664308994	0.136681664308994	0.123746989118112	0.136681664308994	1.13668166430899	0.146566754789354	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.425712516733213	0.414530399022766	0.359296533080034	0.425712516733213	0.414530399022766	0.142784640271876
"R31"	0.134352858556908	0.13695913264856	0.149643688046491	0.13695913264856	0.149643688046491	0.134352858556908	0.121668303158977	0.122125772804753	0.134352858556908	0.121668303158977	0.121668303158977	0.122125772804753	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	0.134352858556908	0.149643688046491	0.149643688046491	0.149643688046491	0.134352858556908	0.149643688046491	0.149643688046491	0.134352858556908	0.134352858556908	0.134352858556908	0.121668303158977	0.134352858556908	0.134352858556908	1.14964368804649	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.418560844624262	0.407569525071834	0.35234876105363	0.418560844624262	0.407569525071834	0.220867537071756
"C1"	0.15105928013114	0.150965196580342	0.162023552757779	0.150965196580342	0.162023552757779	0.15105928013114	0.140000923953704	0.139968787189199	0.15105928013114	0.140000923953704	0.140000923953704	0.139968787189199	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.15105928013114	0.15105928013114	0.15105928013114	0.140000923953704	0.15105928013114	0.15105928013114	0.162023552757779	1.38228028891173	0.382280288911732	0.382280288911732	0.382280288911732	0.382280288911732	0.382280288911732	0.382280288911732	0.369683098064704	0.307176560484343	0.382280288911732	0.369683098064704	0.158372826829224
"C2"	0.15105928013114	0.150965196580342	0.162023552757779	0.150965196580342	0.162023552757779	0.15105928013114	0.140000923953704	0.139968787189199	0.15105928013114	0.140000923953704	0.140000923953704	0.139968787189199	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.15105928013114	0.15105928013114	0.15105928013114	0.140000923953704	0.15105928013114	0.15105928013114	0.162023552757779	0.382280288911732	1.38228028891173	0.382280288911732	0.382280288911732	0.382280288911732	0.382280288911732	0.382280288911732	0.369683098064704	0.307176560484343	0.382280288911732	0.369683098064704	0.158372826829224
"C3"	0.15105928013114	0.150965196580342	0.162023552757779	0.150965196580342	0.162023552757779	0.15105928013114	0.140000923953704	0.139968787189199	0.15105928013114	0.140000923953704	0.140000923953704	0.139968787189199	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.15105928013114	0.15105928013114	0.15105928013114	0.140000923953704	0.15105928013114	0.15105928013114	0.162023552757779	0.382280288911732	0.382280288911732	1.38228028891173	0.382280288911732	0.382280288911732	0.382280288911732	0.382280288911732	0.369683098064704	0.307176560484343	0.382280288911732	0.369683098064704	0.158372826829224
"C4"	0.15105928013114	0.150965196580342	0.162023552757779	0.150965196580342	0.162023552757779	0.15105928013114	0.140000923953704	0.139968787189199	0.15105928013114	0.140000923953704	0.140000923953704	0.139968787189199	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.15105928013114	0.15105928013114	0.15105928013114	0.140000923953704	0.15105928013114	0.15105928013114	0.162023552757779	0.382280288911732	0.382280288911732	0.382280288911732	1.38228028891173	0.382280288911732	0.382280288911732	0.382280288911732	0.369683098064704	0.307176560484343	0.382280288911732	0.369683098064704	0.158372826829224
"C5"	0.15105928013114	0.150965196580342	0.162023552757779	0.150965196580342	0.162023552757779	0.15105928013114	0.140000923953704	0.139968787189199	0.15105928013114	0.140000923953704	0.140000923953704	0.139968787189199	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.15105928013114	0.15105928013114	0.15105928013114	0.140000923953704	0.15105928013114	0.15105928013114	0.162023552757779	0.382280288911732	0.382280288911732	0.382280288911732	0.382280288911732	1.38228028891173	0.382280288911732	0.382280288911732	0.369683098064704	0.307176560484343	0.382280288911732	0.369683098064704	0.158372826829224
"C6"	0.15105928013114	0.150965196580342	0.162023552757779	0.150965196580342	0.162023552757779	0.15105928013114	0.140000923953704	0.139968787189199	0.15105928013114	0.140000923953704	0.140000923953704	0.139968787189199	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.15105928013114	0.15105928013114	0.15105928013114	0.140000923953704	0.15105928013114	0.15105928013114	0.162023552757779	0.382280288911732	0.382280288911732	0.382280288911732	0.382280288911732	0.382280288911732	1.38228028891173	0.382280288911732	0.369683098064704	0.307176560484343	0.382280288911732	0.369683098064704	0.158372826829224
"C7"	0.15105928013114	0.150965196580342	0.162023552757779	0.150965196580342	0.162023552757779	0.15105928013114	0.140000923953704	0.139968787189199	0.15105928013114	0.140000923953704	0.140000923953704	0.139968787189199	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.162023552757779	0.15105928013114	0.162023552757779	0.162023552757779	0.15105928013114	0.15105928013114	0.15105928013114	0.140000923953704	0.15105928013114	0.15105928013114	0.162023552757779	0.382280288911732	0.382280288911732	0.382280288911732	0.382280288911732	0.382280288911732	0.382280288911732	1.38228028891173	0.369683098064704	0.307176560484343	0.382280288911732	0.369683098064704	0.158372826829224
