"Miconia_minutiflora"	"Miconia_ternatifolia"	"Miconia_splendens"	"Miconia_dolichorrhyncha"	"Miconia_wittii"	"Miconia_phanerostila"	"Miconia_duckei"	"Melastomataceae_unknown"	"Tococa_discolor"	"Clidemia_hirta"	"Ossaea_cucullata"	"Clidemia_japurensis_var._heterobasis"	"Henriettea_sp."	"Ossaea_araneifera"	"Melastomataceae_minute-seeded"	"otherMelastomes"	"Psychotria_deflexa"	"Psychotria_alboviridula"	"Palicourea_punicea"	"Psychotria_spp."	"otherRubiaceae"	"Coussapoa_cf_parvifolia"	"Ficus_americana"	"Coussapoa_sp."	"Clusia_sp."	"Marcgraviaceae_1"	"Alchornea_triplinervia"	"Croton_schiedianus"	"Anthurium_acaule"	"Unidentified_1"	"Unidentified_2"	"Codonanthe_sp."	"Dilleniaceae"	"Sorocea_sp."	"Iryanthera_grandis"	"Unidentified_3"	"Ficus_sp."	"Piper_aduncum"	"Piper_sp._2"	"Piper_arboreum"	"Pothomorphe_peltata"	"Piper_sp._5"	"Piperaceae_unknown_6"	"Piperaceae_unknown_7"	"Cecropia_distachya"	"Cecropia_ficifolia"	"Cecropia_sciadophylla"	"Cecropia_membranacea"	"Ficus_sp._1"	"Ficus_sp._2"	"Ficus_sp._3"	"Vismia_angusta"	"Vismia_macrophylla"	"Vismia_sp._1"	"Anthurium_sp."	"Philodendron_sp."	"Araceae_unknown"	"Solanum_lanceolatum"	"Solanum_sp."	"Guttiferae_unknown"	"Passifloraceae_unknown"	"Gurania_acuminata"	"Unknown_family"	"Amaranthaceae"	"Solanum_jamiacense"	"Physalis_sp."	"Thoracocarpus_bissectus"	"Ficus_sp._9"	"Cactaceae"	"Curcurbid"	"Unknown_1"	"Vismia_sp._2"	"Piper_sp."	"Ficus_sp._42"	"Passifloraceae"	"Gesneriacea"	"Unknown_2"	"Marcgravia_sp."	"Marcgravia_sp._301"	"Souroubea_guianensis"	"Coussapoa_villosa"	"Havetiopsis_flavida"	"Philodendron_cuneatum"	"Phytolacca_rivinoides"	"Catharus_ustulatus"	"Machaeropterus_regulus"	"Manacus_manacus"	"Pipra_coronata"	"Pipra_pipra"	"Tachyphonus_surinamus"	"Tangara_schrankii"	"Artibeus_gnomus"	"Artibeus_jamaicensis"	"Artibeus_lituratus"	"Artibeus_obscurus"	"Carollia_brevicauda"	"Carollia_castanea"	"Carollia_perspicillata"	"Phyllostomus_hastatus"	"Rhinophylla_pumilio"	"Sturnira_lilium"	"Uroderma_bilobatum"
"Miconia_minutiflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.04	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0
"Miconia_ternatifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0
"Miconia_splendens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0.0666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Miconia_dolichorrhyncha"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142857142857143	0	0	0.0571428571428571	0.0142857142857143	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0
"Miconia_wittii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.05	0.025	0	0	0	0	0	0	0	0	0	0	0	0
"Miconia_phanerostila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0.05	0	0.025	0	0	0	0	0	0	0	0	0	0	0
"Miconia_duckei"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00731707317073171	0.00487804878048781	0.00975609756097561	0.00975609756097561	0.0585365853658537	0.00975609756097561	0	0	0	0	0	0	0	0	0	0	0	0
"Melastomataceae_unknown"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0
"Tococa_discolor"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0.025	0.025	0	0	0	0	0	0	0	0	0	0	0	0
"Clidemia_hirta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0.025	0.05	0	0	0	0	0	0	0	0	0	0	0	0
"Ossaea_cucullata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0230769230769231	0.00769230769230769	0.0230769230769231	0.0384615384615385	0.00769230769230769	0	0	0	0	0	0	0	0	0	0	0	0
"Clidemia_japurensis_var._heterobasis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Henriettea_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.02	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ossaea_araneifera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
