"Cecropia_schreberiana"	"Guarea_guidonia"	"Schefflera_morototoni"	"Alchornea_latifolia"	"Dendropanax_arboreus"	"Ocotea_floribunda"	"Inga_vera"	"Ficus_sp1_M_SD_006"	"Miconia_prasina"	"Musa_acuminata"	"Phytolacca_rivinoides"	"Tournefortia_hisutissima"	"Casearia_sylvestris"	"Citrus_sinensis"	"Coffea_arabica"	"Miconia_laevigatta"	"Momordica_charantia"	"Murraya_paniculata"	"Piper_amalaga"	"Roystonea_borinquena"	"Solanum_rugosum"	"Spindalis_portoricensis"	"Loxigilla_portoricensis"	"Vireo_altiloquous"	"Turdus_plumbeus"	"Coereba_flaveola"	"Tyrannus_dominicensis"	"Nesospingus_speculiferus"	"Melanerpes_portoricensis"	"Tyrannus_caudifasciatus"	"Columba_squamosa"	"Euphonia_musica"	"Icterus_dominicensis"	"Myarchus_antillarum"	"Vireo_flavirostris"	"Vireo_latimeri"
"Roystonea_borinquena"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Solanum_rugosum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spindalis_portoricensis"	0.0515151515151515	0	0.0212121212121212	0	0.00303030303030303	0	0	0.00303030303030303	0	0.00303030303030303	0.00303030303030303	0.00303030303030303	0	0	0	0.00303030303030303	0	0	0.00303030303030303	0.00303030303030303	0.00303030303030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Loxigilla_portoricensis"	0.0166666666666667	0.0541666666666667	0	0.00833333333333333	0.0125	0	0.00416666666666667	0	0.00416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vireo_altiloquous"	0.0294117647058824	0.0294117647058824	0	0.0176470588235294	0	0	0.00588235294117647	0	0.00588235294117647	0	0	0	0	0.00588235294117647	0.00588235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Turdus_plumbeus"	0.0142857142857143	0	0.0285714285714286	0	0.00714285714285714	0.0214285714285714	0	0.0142857142857143	0	0	0.00714285714285714	0.00714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coereba_flaveola"	0.0625	0	0.0125	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tyrannus_dominicensis"	0.0125	0.0125	0.05	0	0	0.0125	0	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nesospingus_speculiferus"	0.05	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melanerpes_portoricensis"	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tyrannus_caudifasciatus"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Columba_squamosa"	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Euphonia_musica"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Icterus_dominicensis"	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myarchus_antillarum"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vireo_flavirostris"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vireo_latimeri"	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
