"Sp"	"MDim"
"Catostomus_catostomus"	1
"Catostomus_macrocheilus"	1
"Cottus_asper"	1
"Cottus_cognatus"	1
"Lota_lota"	1
"Mylocheilus_caurinus"	1
"Oncorhynchus_nerka"	1
"Oncorhynchus_tshawytscha"	1
"Prosopium_williamsoni"	1
"Ptychocheilus_oregonensis"	1
"Richardsonius_balteatus"	1
"Salmo_gairdneri"	1
"Salvelinus_malma"	1
"Salvelinus_namaycush"	1
"Acolpenteron_catostomi"	2
"Anoncohaptor_anomalum"	2
"Pseudomurraytrema_copulata"	2
"Tetraonchus_alaskensis"	2
"Tetraonchus_variabilis"	2
"Octomacrum_lanceatum"	2
"Octomacrum_micronfibulum"	2
"Allocreadium_isosporum"	2
"Bunodera_luciopercae"	2
"Crepidostomum_farionis"	2
"Phyllodistomum_sp."	2
"Brachyphallus_crenatus"	2
"Genolinea_oncorhynchi"	2
"Lampritrema_miescheri"	2
"Diplostomum_sp.1_(L)"	2
"Diplostomum_sp.2_(L)"	2
"Neascus_sp._(L)"	2
"Tetracotyle_sp._(L)"	2
"Glaridacris_catostomi"	2
"Proteocephalus_ptychocheilus"	2
"Proteocephalus_salmonidicola"	2
"Proteocephalus_sp."	2
"Proteocephalus_tumidocollus"	2
"Bothriocephalus_opsariichthydis"	2
"Diphyllobothrium_sp._(L)"	2
"Eubothrium_salvelini"	2
"Ligula_intestinalis_(L)"	2
"Phyllobothrium_sp._(L)"	2
"Hysterothylacium_brachyurum"	2
"Eustrongylides_sp._(L)"	2
"Philometroides_huronensis"	2
"Philonema_agubernaculum"	2
"Philonema_oncorhynchi"	2
"Philonema_sp."	2
"Haplonema_hamatulum"	2
"Cystidicola_farionis"	2
"Cystidicoloides_tenuissima"	2
"Rhabdochona_canadensis"	2
"Rhabdochona_cascadilla"	2
"Rhabdochona_cotti"	2
"Rhabdochona_kisutchi"	2
"Rhabdochona_milleri"	2
"Rhabdochona_zacconis"	2
"Neoechinorhynchus_cristatus"	2
"Neoechinorhynchus_rutili"	2
"Octospinifer_macilentus"	2
"Ergasilus_nerkae"	2
"Salmincola_californiensis"	2
"Salmincola_edwardsii"	2
"Salmincola_extensus"	2
"Salmincola_thymalli"	2
