"Cornus_canadensis"	"Maianthemum_canadense"	"Oxalis_montana"	"Chimaphila_umbellata"	"Aralia_nudicaulis"	"Linnaea_borealis"	"Clintonia_borealis"	"Cypripedium_acaule"	"Pyrola_secunda"	"Trillium_undulatum"	"Trientalis_borealis"	"Medeola_virginiana"	"Eusphalerum_sp1_M_PL_004"	"Paramyia_nitens"	"Parasyrphus_relictus"	"Dialictus_sp1_M_PL_004"	"Bombus_vagans"	"Eusphalerum_phothos"	"Bombus_terricola"	"Evylaeus_quebecensis"	"Blera_confusa"	"Xylota_bigelowi"	"Pidonia_ruficolis"	"Andrena_w.scripta"	"Dialictus_cressoni"	"Eusphalerum_convexum"	"Bombylius_major"	"Bombus_perplexus"	"Carposcalis_confusus"	"Hylaeus_ellipticus"	"Sphaerophoria_bifurcata"	"Anthaxia_expansa"	"Eclimus_harrisi"	"Tropidia_quadrata"	"Andrena_melanochroa"	"Andrena_miranda"	"Bombus_ternarius"	"Orthoneura_pulchella"	"Osmia_proxima"	"Phaonia_serva"	"Sphaerophoria_sp1_M_PL_004"	"Temnostoma_balyras"	"Tychius_stephensi"	"Xylota_hinei"	"Agiotes_stabilis"	"Ancistrocerus_sp1_M_PL_004"	"Andrena_nivalis"	"Andrena_rufosignata"	"Celastrina_argiolus"	"Chalcosyrphus_nigra"	"Cheilosia_pallipes"	"Cheilosia_sialia"	"Crabro_sp1_M_PL_004"	"Dialictus_imitatus"	"Evylaeus_divergens"	"Fannia_ungulata"	"Halictus_rubicundus"	"Mallota_posticata"	"Melagyna_lasiophthalma"	"Melanostoma_sp1_M_PL_004"	"Sarcophaga_nearctica"	"Sphecodes_sp1_M_PL_004"	"Temnostoma_barberi"	"Zeraea_americana"	"Acmaeopsoides_rufula"	"Andrena_sigmundi"	"Andrena_thaspii"	"Andrena_wheeleri"	"Andrena_wilkella"	"Anthonomus_sp1_M_PL_004"	"Blera_badia"	"Blera_nigripes"	"Bombylius_pigmaeus"	"Cantharis_sp1_M_PL_004"	"Carposcalis_obscura"	"Cateres_pennatus"	"Chalcosyrphus_curvarius"	"Chalcosyrphus_inarmatus"	"Chalcosyrphus_memorum"	"Cheilosia_slossonae"	"Cheilosia_tristis"	"Dalopius_sp1_M_PL_004"	"Ephemerella_sp1_M_PL_004"	"Eremomyioides_setosa"	"Eudasyphora_cyanicolor"	"Eupyses_vestris"	"Evodinus_monticola"	"Halictus_confusus"	"Hoplitis_producta"	"Hylaeus_basalis"	"Hylaeus_stevensi"	"Judolia_montivagans"	"Lygus_refidorsus"	"Nomada_cuneata"	"Nomada_sayi"	"Orsodacne_atra"	"Osmia_lignaria"	"Osmia_pumila"	"Passaloecus_sp1_M_PL_004"	"Pegohylemyia_fugax"	"Phalaenophana_pyramusalis"	"Pieris_napi"	"Poanes_hobomok"	"Psithyrus_sp1_M_PL_004"	"Pyrophaena_rosarum"	"Rhopalum_sp1_M_PL_004"	"Sphaerophoria_longipilosa"	"Syritta_pipiens"	"Syritta_rectus"	"Temnostoma_alternans"	"Thamnotettix_confinis"	"Trachysida_aspera"	"Vespula_arenaria"	"Xylota_sp1_M_PL_004"
"Cornus_canadensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029940119760479	0.0209580838323353	0.0508982035928144	0.0508982035928144	0.0029940119760479	0.0119760479041916	0.0209580838323353	0.029940119760479	0.029940119760479	0.0239520958083832	0.0209580838323353	0	0	0.0119760479041916	0.00598802395209581	0	0	0.0029940119760479	0.00898203592814371	0.0029940119760479	0.00598802395209581	0.00898203592814371	0.00598802395209581	0.0029940119760479	0.00598802395209581	0.00598802395209581	0.0029940119760479	0	0.00898203592814371	0.00898203592814371	0.00598802395209581	0	0.00598802395209581	0.0029940119760479	0.00598802395209581	0.00598802395209581	0.00598802395209581	0	0.00598802395209581	0.0029940119760479	0	0.0029940119760479	0	0	0.0029940119760479	0	0	0.0029940119760479	0.00598802395209581	0.00598802395209581	0.0029940119760479	0.0029940119760479	0.0029940119760479	0.0029940119760479	0	0	0.0029940119760479	0.0029940119760479	0.0029940119760479	0	0.0029940119760479	0	0	0.0029940119760479	0.0029940119760479	0.0029940119760479	0	0	0.0029940119760479	0	0	0.0029940119760479	0	0.0029940119760479	0.0029940119760479	0	0.0029940119760479	0	0.0029940119760479	0.0029940119760479	0	0.0029940119760479	0.0029940119760479	0	0	0	0	0	0.0029940119760479	0	0.0029940119760479	0	0	0.0029940119760479	0.0029940119760479	0.0029940119760479	0.0029940119760479	0	0	0	0.0029940119760479
"Maianthemum_canadense"	0	0	0	0	0	0	0	0	0	0	0	0	0.00588235294117647	0	0.241176470588235	0.0823529411764706	0.00588235294117647	0	0	0.00588235294117647	0	0	0	0	0.0176470588235294	0	0.0176470588235294	0	0.00588235294117647	0	0.00588235294117647	0	0	0.0117647058823529	0	0.00588235294117647	0	0.00588235294117647	0	0	0.00588235294117647	0	0	0.00588235294117647	0.0117647058823529	0	0.00588235294117647	0	0	0	0	0	0	0	0.00588235294117647	0	0.00588235294117647	0	0.00588235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00588235294117647	0	0	0	0	0	0	0.00588235294117647	0	0	0	0.00588235294117647	0	0	0	0	0	0	0	0	0	0.00588235294117647	0	0	0	0	0	0.00588235294117647	0.00588235294117647	0	0	0	0	0	0	0	0	0	0.00588235294117647	0	0	0
"Oxalis_montana"	0	0	0	0	0	0	0	0	0	0	0	0	0.395061728395062	0	0	0.00617283950617284	0	0.0679012345679012	0	0	0	0	0	0	0	0.00617283950617284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123456790123457	0	0	0	0	0	0	0	0	0.0123456790123457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chimaphila_umbellata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435714285714286	0	0	0.0357142857142857	0	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aralia_nudicaulis"	0	0	0	0	0	0	0	0	0	0	0	0	0.234848484848485	0	0	0.00757575757575758	0.0606060606060606	0.0151515151515152	0.0151515151515152	0.00757575757575758	0	0	0	0.00757575757575758	0.0227272727272727	0.053030303030303	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00757575757575758	0	0	0.00757575757575758	0.00757575757575758	0	0	0	0	0	0	0	0	0	0.00757575757575758	0	0	0	0	0	0	0	0.00757575757575758	0	0	0	0	0.00757575757575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00757575757575758	0	0
"Linnaea_borealis"	0	0	0	0	0	0	0	0	0	0	0	0	0.027027027027027	0	0	0.0810810810810811	0.0135135135135135	0	0	0.0405405405405405	0	0	0	0	0.0135135135135135	0	0	0	0.0135135135135135	0.0675675675675676	0.0135135135135135	0	0.0405405405405405	0	0	0	0	0	0.0135135135135135	0.027027027027027	0.0135135135135135	0	0	0	0	0	0	0	0	0	0	0	0.0135135135135135	0	0	0.027027027027027	0	0	0.0135135135135135	0	0	0	0	0.0135135135135135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135135135135135	0	0	0	0	0.0135135135135135	0	0	0	0	0	0	0.0135135135135135	0.0135135135135135	0	0	0	0	0	0.0135135135135135	0	0	0	0	0	0	0	0	0
"Clintonia_borealis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416666666666667	0.0208333333333333	0.125	0	0.0625	0	0	0	0.0208333333333333	0	0.0208333333333333	0	0	0	0.0208333333333333	0	0	0	0	0	0	0	0.0416666666666667	0	0	0	0.0208333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.0208333333333333	0	0	0	0	0	0	0.0208333333333333	0	0	0	0	0	0	0	0.0208333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208333333333333	0	0	0	0	0	0.0208333333333333	0	0	0.0208333333333333	0	0	0	0	0	0	0	0
"Cypripedium_acaule"	0	0	0	0	0	0	0	0	0	0	0	0	0.375	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pyrola_secunda"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0
"Trillium_undulatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0.125	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
